"","x"
"cg23072756",266609
"cg07470207",266633
"cg11268628",266647
"cg09396107",266648
"cg02609144",266716
"cg22314031",266735
"cg00573777",266737
"cg15825065",266763
"cg16721582",266764
"cg00803207",266828
"cg02628177",266886
"cg07473959",266889
"cg15304903",266891
"cg17381507",266975
"cg20483936",267009
"cg11169343",267027
"cg26219092",267028
"cg06568789",267056
"cg06391839",267091
"cg20229014",267096
"cg09793563",267099
"cg19389944",267118
"cg26629749",267131
"cg08663825",267137
"cg14128332",267149
"cg14039733",267195
"cg10631716",267216
"cg23197862",267312
"cg18747451",267362
"cg22254983",267370
"cg02099337",267466
"cg06820289",267522
"cg17205832",267549
"cg22622298",267564
"cg06010032",267568
"cg06668555",267569
"cg15909548",267581
"cg04567724",267584
"cg27025995",267640
"cg00464788",267642
"cg26538206",267666
"cg18534312",267717
"cg08856529",267740
"cg03919980",267744
"cg03218479",267892
"cg07336471",267987
"cg01895805",268027
"cg21842821",268111
"cg01778647",268118
"cg25261151",268119
"cg08877624",268134
"cg16782524",268223
"cg09445682",268376
"cg22822656",268377
"cg01911618",268404
"cg09398502",268416
"cg19766976",268431
"cg08115556",268439
"cg19867107",268644
"cg13890428",268729
"cg05176958",268730
"cg01366454",268732
"cg00654448",268759
"cg03592763",268779
"cg07190229",268780
"cg03144848",268781
"cg12362728",268782
"cg13195954",268783
"cg21244450",268790
"cg26860265",268796
"cg11765109",268852
"cg00847277",268895
"cg02104618",268896
"cg07304903",268933
"cg04141627",268937
"cg04893741",268967
"cg23177714",269007
"cg23614319",269190
"cg21392492",269372
"cg08897637",269399
"cg19878659",269400
"cg19529472",269401
"cg02478907",269421
"cg24023258",269571
"cg22891798",269573
"cg05072100",269632
"cg20541178",269634
"cg05569086",269635
"cg25573580",269755
"cg07011778",269764
"cg26140020",269782
"cg26642258",269795
"cg00831710",269851
"cg09528449",269852
"cg16825060",269853
"cg21500799",269854
"cg19979039",269861
"cg04128945",269873
"cg06846998",269890
"cg09057033",269920
"cg17661300",269929
"cg03631850",269981
"cg01869229",270056
"cg03252369",270067
"cg14002258",270071
"cg26466789",270073
"cg08258539",270090
"cg13311607",270091
"cg13159388",270092
"cg14831380",270143
"cg11080551",270144
"cg03243135",270145
"cg18736678",270253
"cg10675725",270279
"cg16294143",270325
"cg23588384",270359
"cg15759988",270385
"cg24013620",270465
"cg25833672",270532
"cg17055935",270605
"cg08996502",270606
"cg22145576",270607
"cg01692572",270625
"cg08628757",270661
"cg24337140",270688
"cg12864389",270789
"cg14324585",270792
"cg24507266",270793
"cg16720947",270818
"cg06029935",270823
"cg05457903",270828
"cg09856299",270836
"cg26724450",270846
"cg05141026",270847
"cg27263049",270867
"cg06822192",270877
"cg05483448",270878
"cg01193217",270879
"cg11125037",270880
"cg20938454",270881
"cg04366687",270882
"cg02868338",270911
"cg23285732",270917
"cg09043716",270924
"cg11883258",270925
"cg21590021",270981
"cg05080966",271065
"cg25027167",271066
"cg20114350",271067
"cg11127482",271068
"cg21948716",271079
"cg20533488",271081
"cg25862768",271092
"cg08772194",271165
"cg23957144",271166
"cg01590314",271259
"cg25649655",271260
"cg11757293",271261
"cg11025705",271268
"cg15006175",271269
"cg03667317",271270
"cg00533182",271300
"cg21092687",271342
"cg05520896",271356
"cg05419198",271357
"cg26173789",271471
"cg01038484",271472
"cg08483876",271473
"cg26895804",271477
"cg20661138",271479
"cg15595573",271480
"cg09829265",271481
"cg17101296",271482
"cg15923960",271483
"cg01296360",271484
"cg23761161",271566
"cg11391036",271567
"cg13734177",271604
"cg02837279",271615
"cg13793478",271628
"cg02555228",271629
"cg02013714",271644
"cg01300941",271677
"cg08677535",271678
"cg03358592",271709
"cg09095356",271736
"cg00200734",271748
"cg14504259",271751
"cg10192198",271752
"cg14495514",271753
"cg13577556",271754
"cg14067101",271756
"cg26489108",271757
"cg14176274",271758
"cg10005978",271759
"cg26587342",271773
"cg02840025",271781
"cg04548162",271782
"cg18984452",271783
"cg16727692",271784
"cg14226702",271785
"cg14156498",271786
"cg02576226",271787
"cg01803297",271788
"cg14036347",271790
"cg09934216",271791
"cg00290086",271792
"cg19464563",271793
"cg14377594",271794
"cg16423739",271796
"cg18764239",271833
"cg05810135",271891
"cg06824757",271909
"cg01158436",271931
"cg03703184",271956
"cg19327614",271957
"cg10836809",272074
"cg02581847",272103
"cg07196069",272105
"cg16545428",272108
"cg11227777",272121
"cg20510225",272228
"cg03340242",272250
"cg00801798",272277
"cg08487304",272292
"cg21701370",272297
"cg13979887",272300
"cg05251415",272301
"cg26229325",272342
"cg21901459",272346
"cg13588086",272416
"cg05986446",272417
"cg07338360",272471
"cg25924423",272491
"cg04394450",272518
"cg17132722",272576
"cg13191926",272585
"cg15142363",272622
"cg26454412",272640
"cg01486027",272681
"cg25121457",272757
"cg07951209",272758
"cg24032888",272759
"cg13986294",272760
"cg00320035",272765
"cg13397515",272769
"cg13928733",272770
"cg23221509",272779
"cg09532331",272893
"cg20633762",272961
"cg02168750",272979
"cg02102103",273079
"cg10016332",273088
"cg21594924",273105
"cg14323675",273111
"cg14368221",273121
"cg14553740",273183
"cg21162977",273202
"cg07664183",273209
"cg22930031",273241
"cg13983779",273251
"cg08116728",273271
"cg24366383",273272
"cg07837260",273273
"cg05180728",273274
"cg08414570",273275
"cg03541203",273313
"cg01739210",273337
"cg13284422",273338
"cg05498930",273350
"cg05723107",273362
"cg24780414",273401
"cg07193470",273458
"cg24224208",273464
"cg08700949",273466
"cg13926295",273467
"cg11082174",273536
"cg13932029",273537
"cg13932612",273540
"cg25637631",273609
"cg09827833",273630
"cg02765998",273687
"cg04469167",273692
"cg23531986",273706
"cg12658269",273747
"cg03360425",273788
"cg03564940",273809
"cg01248347",273854
"cg00736523",273855
"cg13834453",273913
"cg08528287",273916
"cg15362067",273939
"cg06453717",273998
"cg23124755",274000
"cg17270279",274016
"cg05016409",274093
"cg07211377",274157
"cg14013337",274158
"cg03560879",274159
"cg09305600",274195
"cg13490677",274205
"cg13668471",274222
"cg08906194",274223
"cg02649262",274225
"cg21159858",274241
"cg05185565",274255
"cg25230532",274259
"cg13378093",274260
"cg14560364",274293
"cg11605885",274315
"cg00969823",274325
"cg14118946",274335
"cg19401867",274363
"cg03918237",274389
"cg11651938",274449
"cg23528353",274450
"cg11326613",274482
"cg24260971",274484
"cg02841716",274499
"cg06908460",274501
"cg26607748",274513
"cg15371427",274514
"cg00833393",274538
"cg10822116",274539
"cg08368700",274592
"cg22514615",274593
"cg19447275",274630
"cg11829237",274638
"cg15539839",274774
"cg06671450",274838
"cg06394247",274839
"cg20815683",274849
"cg18928153",274859
"cg14094646",274860
"cg18889595",274861
"cg06561106",274864
"cg12278961",274865
"cg20427438",274866
"cg13457841",274930
"cg21185320",274959
"cg14204124",275014
"cg04660234",275056
"cg03698155",275178
"cg03237166",275191
"cg24669906",275203
"cg19604496",275278
"cg01901822",275292
"cg03211193",275316
"cg24142106",275323
"cg04370517",275354
"cg07718055",275360
"cg07983009",275385
"cg14656297",275387
"cg13920460",275400
"cg09624621",275526
"cg09762316",275551
"cg11656547",275553
"cg02515233",275554
"cg23487442",275657
"cg02654358",275672
"cg23553442",275673
"cg26070300",275757
"cg04635111",275772
"cg20244202",275825
"cg07233329",275847
"cg07027998",275855
"cg14331163",275901
"cg04130427",275902
"cg02294239",275903
"cg02121060",275904
"cg11384475",275905
"cg13939185",275906
"cg14095101",275936
"cg05600174",275960
"cg25866848",276051
"cg07372166",276080
"cg15485728",276097
"cg10189324",276102
"cg24312283",276107
"cg18277979",276109
"cg04181546",276110
"cg06293209",276111
"cg12626956",276112
"cg00959431",276113
"cg07696938",276123
"cg12481049",276140
"cg05280501",276151
"cg10227617",276208
"cg13521367",276226
"cg17919680",276242
"cg19696062",276248
"cg17415730",276309
"cg11973922",276538
"cg15970392",276539
"cg14130664",276578
"cg01266338",276585
"cg14413721",276598
"cg13530448",276606
"cg04651914",276610
"cg01614478",276611
"cg14506657",276632
"cg23166374",276676
"cg01292475",276677
"cg03628748",276678
"cg27267507",276679
"cg13626246",276708
"cg08739656",276752
"cg20859708",276767
"cg02600974",276786
"cg11117658",276821
"cg26447413",276881
"cg04344282",276946
"cg13752933",276956
"cg15242570",277023
"cg16386080",277077
"cg15089433",277105
"cg14299675",277129
"cg15650274",277130
"cg05811542",277162
"cg12972233",277202
"cg11594137",277203
"cg20083676",277204
"cg01865937",277248
"cg20158032",277249
"cg04300128",277267
"cg22328249",277324
"cg13464240",277332
"cg23120013",277350
"cg10245608",277357
"cg07774982",277400
"cg12495897",277408
"cg10829374",277449
"cg08428700",277459
"cg18222952",277503
"cg10516254",277506
"cg14187724",277569
"cg22828581",277584
"cg27622206",277601
"cg07084627",277642
"cg14376836",277708
"cg01798213",277733
"cg13755766",277739
"cg13936668",277768
"cg02605064",277798
"cg07105632",277873
"cg27163900",277911
"cg18832897",277913
"cg13170130",277914
"cg07529884",277916
"cg13888858",277917
"cg11196428",277932
"cg09225658",277933
"cg22382309",277940
"cg23902823",277993
"cg18527248",278002
"cg27363091",278029
"cg10065823",278109
"cg23839761",278110
"cg05790550",278111
"cg14516552",278124
"cg21219785",278125
"cg00109780",278155
"cg14585906",278198
"cg14552106",278229
"cg22902266",278230
"cg09136529",278231
"cg06071058",278232
"cg13808083",278233
"cg17354303",278234
"cg14127859",278235
"cg00418027",278236
"cg13460858",278240
"cg09429111",278254
"cg06048358",278255
"cg09944149",278256
"cg03647079",278286
"cg04523069",278304
"cg17391590",278343
"cg11240138",278453
"cg13645767",278454
"cg03546113",278542
"cg05523925",278544
"cg24871887",278569
"cg13945224",278570
"cg02869486",278571
"cg26878949",278628
"cg01314301",278636
"cg14135731",278637
"cg12218330",278682
"cg01572653",278734
"cg06800115",278787
"cg24030880",278797
"cg15582789",278813
"cg07903985",278865
"cg14176626",278890
"cg10778836",278891
"cg14015656",278936
"cg10900550",278969
"cg17729572",278986
"cg16082058",278987
"cg00539399",279000
"cg21220374",279021
"cg14270434",279064
"cg05928239",279065
"cg13564742",279066
"cg13696609",279068
"cg04007303",279069
"cg11909250",279092
"cg08271803",279121
"cg27317179",279136
"cg20589770",279196
"cg14439476",279201
"cg16728813",279259
"cg13502215",279263
"cg18069384",279278
"cg08766137",279279
"cg05593325",279299
"cg12933162",279331
"cg18115656",279332
"cg12654856",279366
"cg15526708",279371
"cg05727856",279378
"cg13827209",279380
"cg06157815",279424
"cg05199127",279456
"cg01917626",279471
"cg03277560",279472
"cg12190044",279476
"cg14153061",279482
"cg03807032",279484
"cg07575425",279501
"cg13013918",279539
"cg21089453",279554
"cg15668639",279581
"cg20772008",279629
"cg06359101",279639
"cg04849574",279640
"cg18799510",279668
"cg14241370",279669
"cg16162905",279670
"cg06829290",279817
"cg10545616",279886
"cg04839576",279999
"cg11060940",280010
"cg14698575",280044
"cg21157107",280064
"cg02268805",280224
"cg00898282",280239
"cg14452121",280240
"cg26518937",280271
"cg01494544",280287
"cg01601476",280304
"cg14071612",280305
"cg07149133",280329
"cg23945576",280362
"cg17415790",280363
"cg08869955",280366
"cg02442436",280377
"cg10994430",280389
"cg06953995",280390
"cg10921877",280478
"cg08764090",280506
"cg05605549",280531
"cg11343316",280547
"cg21784237",280570
"cg05148659",280593
"cg01132076",280670
"cg08115465",280749
"cg24239321",280767
"cg03404662",280768
"cg03004599",280769
"cg08474649",280785
"cg02774726",280790
"cg05966300",280850
"cg17749443",280870
"cg14371312",280878
"cg19911760",280897
"cg11233228",280901
"cg15810923",280921
"cg07788204",280926
"cg04822822",281039
"cg16510793",281073
"cg14090149",281179
"cg14572845",281269
"cg24006659",281330
"cg10529000",281346
"cg05057292",281347
"cg12611045",281367
"cg13564816",281477
"cg14934468",281507
"cg14329189",281543
"cg08189448",281544
"cg16266013",281622
"cg10555502",281648
"cg26089861",281676
"cg13412550",281682
"cg09735465",281714
"cg14507310",281743
"cg06602847",281779
"cg24818566",281780
"cg25935911",281781
"cg10489876",281794
"cg14180030",281892
"cg03808351",281929
"cg04267093",281960
"cg14964970",281968
"cg11123422",281985
"cg22036392",282013
"cg04711454",282044
"cg08706361",282047
"cg14215970",282089
"cg00295948",282106
"cg13780516",282107
"cg17353733",282115
"cg10394788",282137
"cg02981716",282149
"cg08980461",282155
"cg15686608",282173
"cg14636658",282292
"cg02342594",282350
"cg14582970",282514
"cg17026036",282523
"cg08126411",282536
"cg08226107",282760
"cg03715846",282761
"cg24643286",282762
"cg05640538",282763
"cg05900009",282764
"cg06692990",282765
"cg06890720",282766
"cg21195468",282767
"cg14305801",282768
"cg06626184",282769
"cg20939662",282771
"cg18094907",282772
"cg13585776",282773
"cg20955788",282774
"cg12002589",282775
"cg03559209",282778
"cg14371736",282786
"cg09862928",282826
"cg22437990",282922
"cg14620572",282930
"cg17755352",282931
"cg14509153",282969
"cg02354347",283013
"cg19915050",283022
"cg00375250",283023
"cg04761231",283057
"cg14191675",283059
"cg21220551",283091
"cg10428526",283104
"cg03283569",283105
"cg15354817",283113
"cg04010123",283114
"cg00666763",283231
"cg02242080",283232
"cg09155852",283233
"cg10887688",283236
"cg06842637",283237
"cg17086741",283264
"cg13946341",283301
"cg05121469",283330
"cg12117335",283368
"cg14017254",283435
"cg05520031",283439
"cg01027151",283489
"cg14082645",283490
"cg11825926",283491
"cg18115406",283492
"cg13466694",283494
"cg18055467",283495
"cg14642696",283496
"cg13979277",283497
"cg05088052",283506
"cg13661109",283514
"cg14125707",283517
"cg12938891",283518
"cg07130623",283519
"cg07119616",283524
"cg14443726",283533
"cg13452961",283535
"cg20931188",283553
"cg16284292",283554
"cg13916080",283567
"cg07163687",283593
"cg13662634",283625
"cg06603943",283626
"cg24666695",283686
"cg24046474",283741
"cg14538806",283783
"cg01527379",283790
"cg01785473",283794
"cg23632995",283797
"cg27019129",283800
"cg13895979",283807
"cg01860745",283843
"cg23196421",283908
"cg06941011",283909
"cg08269714",283910
"cg27070458",283916
"cg27343747",283917
"cg00188748",283927
"cg02606496",283982
"cg23873281",283991
"cg13914004",284007
"cg20936291",284036
"cg10082841",284044
"cg13668314",284050
"cg17308606",284066
"cg13805537",284087
"cg13910681",284091
"cg15273860",284111
"cg01673185",284118
"cg00064250",284149
"cg10148829",284150
"cg13413488",284185
"cg10785054",284197
"cg17617387",284198
"cg02650000",284211
"cg02494117",284212
"cg14207052",284213
"cg02980922",284258
"cg13610168",284295
"cg11441832",284306
"cg15509000",284322
"cg01500299",284392
"cg11628487",284399
"cg15336679",284431
"cg13812587",284511
"cg06318164",284512
"cg06479808",284532
"cg13500774",284540
"cg04848397",284553
"cg01010979",284558
"cg26964857",284582
"cg04436907",284599
"cg22002668",284615
"cg02498708",284647
"cg14315334",284659
"cg07128466",284660
"cg14125468",284707
"cg00614345",284763
"cg12458902",284804
"cg09731694",284832
"cg11223899",284858
"cg24791663",284859
"cg08523625",284879
"cg12312131",284887
"cg02118627",284904
"cg04831490",284911
"cg17509612",284937
"cg15143370",284942
"cg03064693",284991
"cg06901890",284999
"cg23771929",285036
"cg17184642",285143
"cg19079158",285150
"cg14388093",285167
"cg05651277",285174
"cg22320235",285186
"cg00665420",285221
"cg15117909",285222
"cg13726887",285224
"cg03960331",285346
"cg11443523",285351
"cg09512696",285355
"cg26964989",285372
"cg22367771",285373
"cg02167710",285374
"cg06353352",285375
"cg26154808",285437
"cg09374774",285493
"cg11110196",285501
"cg18538093",285612
"cg14496346",285614
"cg12159583",285658
"cg03900257",285662
"cg09080576",285672
"cg03919766",285698
"cg21146335",285707
"cg18112939",285710
"cg14909341",285734
"cg08637691",285831
"cg10720382",285833
"cg13783653",285847
"cg09359064",285848
"cg00360230",285899
"cg13927228",285918
"cg10925286",285980
"cg18736279",285984
"cg15729869",285988
"cg06715092",285989
"cg12622986",285991
"cg13444518",285997
"cg25130385",286042
"cg03382797",286082
"cg00629585",286111
"cg03299838",286166
"cg17355191",286197
"cg23754748",286205
"cg13255969",286207
"cg24267699",286241
"cg24072567",286242
"cg00115654",286327
"cg19123107",286345
"cg10570177",286346
"cg13947653",286358
"cg14280905",286398
"cg17186221",286413
"cg27114512",286489
"cg11605394",286503
"cg17659663",286569
"cg07277965",286650
"cg13746518",286868
"cg10433166",286870
"cg17350345",286966
"cg21507303",287077
"cg04696619",287134
"cg11163997",287161
"cg13822849",287185
"cg11776763",287306
"cg22110273",287498
"cg02535246",287508
"cg27266988",287510
"cg00445475",287511
"cg16834198",287651
"cg06969740",287717
"cg03587907",287718
"cg01781867",287746
"cg21229482",287775
"cg13831470",287777
"cg13808909",287779
"cg11580704",287788
"cg19746397",287789
"cg14136168",287817
"cg04484075",287839
"cg25884399",287863
"cg02516189",287907
"cg07793369",288037
"cg13428009",288040
"cg21179618",288090
"cg19687075",288096
"cg00151661",288103
"cg01795081",288104
"cg09404078",288130
"cg04338547",288156
"cg25605163",288169
"cg21184800",288173
"cg01813139",288186
"cg03571320",288187
"cg05674903",288206
"cg06083692",288207
"cg01106748",288226
"cg13659252",288275
"cg05627103",288296
"cg09231637",288304
"cg11453712",288339
"cg05303503",288367
"cg06469883",288450
"cg04859969",288464
"cg15387123",288478
"cg04688397",288479
"cg17018517",288561
"cg04823796",288562
"cg14006318",288579
"cg08212040",288589
"cg23399497",288625
"cg09228303",288635
"cg02539389",288644
"cg10348384",288654
"cg18894938",288664
"cg08300899",288665
"cg04804168",288720
"cg17457391",288740
"cg13519452",288748
"cg18836847",288764
"cg13274149",288800
"cg05824261",288819
"cg01708970",288881
"cg08675936",288890
"cg17361154",288911
"cg13704911",288916
"cg17687433",288922
"cg06077979",288923
"cg18308901",288953
"cg01111842",289006
"cg05616472",289045
"cg16025709",289049
"cg01595717",289067
"cg11827453",289229
"cg14136502",289286
"cg05734675",289600
"cg24284571",289777
"cg07870074",289803
"cg18346182",289842
"cg01169559",289903
"cg17715243",290095
"cg15419446",290237
"cg16706389",290425
"cg06403156",290471
"cg06730723",290554
"cg25574655",290739
"cg17243068",290791
"cg04833391",290807
"cg06188744",290817
"cg03682068",290819
"cg01357381",290984
"cg22988146",290985
"cg00700969",291509
"cg10583396",291516
"cg12166060",291581
"cg08911345",291601
"cg13779868",291645
"cg24068468",291646
"cg05908105",291647
"cg20800726",291761
"cg22317764",291766
"cg11519256",291812
"cg05873857",291818
"cg15704219",291819
"cg06254513",291922
"cg08497766",291939
"cg09290866",291940
"cg11127249",291978
"cg06937939",291989
"cg27255534",292019
"cg14890168",292038
"cg05265015",292039
"cg21542094",292070
"cg17220690",292114
"cg03444495",292132
"cg07423571",292337
"cg23913713",292346
"cg05480883",292400
"cg18446351",292412
"cg01766873",292422
"cg10434482",292429
"cg01382938",292430
"cg08482531",292494
"cg04846036",292495
"cg26509965",292496
"cg25735492",292499
"cg25536137",292500
"cg04729913",292501
"cg04765277",292502
"cg19657198",292504
"cg04492228",292512
"cg03669298",292514
"cg12100459",292620
"cg02703020",292635
"cg20054157",292704
"cg14629910",292799
"cg20379239",292807
"cg11832281",292808
"cg12465805",292810
"cg17552979",292814
"cg10863857",292816
"cg14541557",292952
"cg25195781",292976
"cg11891503",292977
"cg09219688",293029
"cg25858261",293124
"cg09612413",293125
"cg08638312",293149
"cg14916658",293171
"cg10981342",293317
"cg21032147",293337
"cg26884570",293355
"cg00770317",293421
"cg05860475",293423
"cg21502453",293445
"cg11673920",293485
"cg13707951",293553
"cg20643833",293565
"cg14853373",293579
"cg15155859",293583
"cg15642182",293609
"cg10484020",293613
"cg04557357",293628
"cg03004330",293629
"cg06981391",293660
"cg03896078",293661
"cg10516338",293748
"cg12815829",293802
"cg25832175",293804
"cg14834568",293805
"cg02724317",293817
"cg00134210",293818
"cg15414028",293819
"cg16105303",293852
"cg12977448",293890
"cg25277632",293905
"cg25183230",293954
"cg07487211",293987
"cg18045888",293994
"cg25032745",294043
"cg14442455",294071
"cg01307398",294073
"cg16902509",294075
"cg10982433",294154
"cg23958457",294190
"cg23639072",294212
"cg02236650",294267
"cg18664095",294268
"cg07208440",294276
"cg17441559",294277
"cg27473782",294307
"cg01816726",294317
"cg01373602",294384
"cg25334928",294426
"cg05720640",294428
"cg05574689",294526
"cg19817070",294542
"cg24835295",294547
"cg15701047",294551
"cg24625388",294646
"cg13744793",294648
"cg17745251",294726
"cg16160311",294731
"cg20569108",294733
"cg07703782",294754
"cg16382974",294755
"cg22557641",294792
"cg26511108",294830
"cg09099868",294839
"cg04621893",294844
"cg22490134",294845
"cg13345942",294846
"cg25408293",294847
"cg25802093",294848
"cg16063312",294864
"cg16636355",294871
"cg21153620",294881
"cg12578480",295010
"cg24762932",295032
"cg03400421",295033
"cg00181834",295035
"cg15345206",295036
"cg03740167",295037
"cg05343088",295038
"cg15309421",295043
"cg06550984",295044
"cg04829946",295045
"cg20487710",295046
"cg17076890",295048
"cg11438428",295049
"cg06511917",295050
"cg17333747",295051
"cg09238992",295052
"cg15370180",295053
"cg15904283",295054
"cg14568183",295055
"cg00442109",295059
"cg18853376",295076
"cg03815093",295105
"cg11582297",295107
"cg25042430",295109
"cg22273925",295110
"cg11122255",295240
"cg25181170",295257
"cg07193024",295265
"cg10317175",295275
"cg10891142",295281
"cg10833037",295308
"cg14390758",295309
"cg09437327",295310
"cg14971895",295311
"cg03826317",295312
"cg21393759",295319
"cg22659414",295366
"cg16103990",295379
"cg03876032",295380
"cg04946391",295383
"cg02129343",295384
"cg25835733",295385
"cg27372732",295386
"cg11500467",295387
"cg04599297",295388
"cg10991599",295389
"cg10486569",295390
"cg07440775",295391
"cg00151680",295405
"cg26944978",295481
"cg07407658",295495
"cg06185924",295550
"cg01461862",295564
"cg23947376",295565
"cg15370569",295576
"cg13582782",295601
"cg26177629",295602
"cg07109115",295633
"cg08423533",295634
"cg15616382",295635
"cg06949394",295636
"cg19152508",295637
"cg14614211",295638
"cg09713234",295639
"cg02161900",295640
"cg08815081",295641
"cg17256506",295716
"cg20738334",295717
"cg00055555",295805
"cg10434069",295806
"cg08813539",295807
"cg11515215",295947
"cg06691105",296079
"cg20073153",296095
"cg16681471",296121
"cg23648810",296144
"cg01062834",296150
"cg22629853",296193
"cg11230435",296225
"cg25639195",296228
"cg00969738",296234
"cg09141266",296253
"cg25714800",296287
"cg03343363",296306
"cg11915901",296311
"cg03754250",296356
"cg02689489",296373
"cg14575756",296375
"cg04956565",296390
"cg24861272",296394
"cg00520933",296395
"cg02775617",296493
"cg27454102",296532
"cg17543511",296571
"cg10398799",296572
"cg10178693",296573
"cg10439678",296609
"cg26295541",296704
"cg15393460",296800
"cg06832449",296996
"cg19470652",297013
"cg02744793",297066
"cg20141288",297067
"cg07891983",297104
"cg12824456",297188
"cg02524725",297211
"cg06020238",297241
"cg12547279",297260
"cg07345655",297264
"cg15278262",297286
"cg23244859",297314
"cg19304354",297341
"cg15799959",297392
"cg26520012",297424
"cg06833823",297427
"cg22575603",297489
"cg00803827",297505
"cg01211065",297506
"cg10711775",297513
"cg03325667",297518
"cg06559368",297560
"cg25596082",297590
"cg25250132",297615
"cg15267735",297626
"cg05799204",297634
"cg06655623",297635
"cg09651771",297640
"cg03612747",297685
"cg14034325",297705
"cg10501008",297709
"cg21301218",297944
"cg07140468",297945
"cg00499822",297981
"cg11258001",298050
"cg27249858",298055
"cg02170177",298059
"cg26732252",298083
"cg02841844",298095
"cg27139956",298114
"cg04444771",298117
"cg02076355",298118
"cg18382353",298144
"cg00343518",298145
"cg18809289",298201
"cg01605075",298203
"cg22956733",298207
"cg13709271",298252
"cg20177502",298265
"cg18980469",298270
"cg20075270",298284
"cg15344919",298293
"cg07489412",298295
"cg13722700",298321
"cg25995980",298322
"cg14087880",298352
"cg17771050",298353
"cg25689079",298380
"cg10688514",298431
"cg10211252",298432
"cg07773116",298508
"cg14720763",298509
"cg26537814",298526
"cg20525763",298601
"cg09450218",298648
"cg25290938",298699
"cg12471811",298700
"cg23462772",298713
"cg10887366",298738
"cg17526462",298739
"cg20504007",298742
"cg12024826",298744
"cg04749316",298745
"cg02569613",298853
"cg02017257",298981
"cg12791731",298982
"cg06868273",298983
"cg10423771",298984
"cg03213310",299013
"cg23909147",299029
"cg27540294",299041
"cg26990680",299047
"cg22749288",299049
"cg17284779",299050
"cg27500798",299051
"cg06108782",299052
"cg18592174",299053
"cg14008883",299054
"cg03022788",299055
"cg00586644",299060
"cg00378730",299061
"cg14771727",299080
"cg11576834",299115
"cg13796845",299116
"cg06682402",299160
"cg17522984",299168
"cg19322864",299169
"cg21206054",299195
"cg11227075",299339
"cg05867154",299348
"cg02493604",299419
"cg27411220",299420
"cg11931116",299421
"cg25751172",299422
"cg07745596",299474
"cg03808835",299551
"cg20442379",299620
"cg10345341",299630
"cg05898307",299634
"cg23797839",299649
"cg26860771",299675
"cg25946758",299761
"cg08968222",299794
"cg01700569",299810
"cg22868111",299811
"cg19880462",299822
"cg22928497",299974
"cg26905572",299980
"cg12669865",299982
"cg19147990",300015
"cg06793798",300016
"cg08875048",300021
"cg11650479",300048
"cg15279476",300049
"cg24836845",300050
"cg13319286",300063
"cg24205914",300064
"cg23759778",300092
"cg18192919",300103
"cg00360414",300104
"cg12160258",300105
"cg00755980",300139
"cg16063112",300140
"cg04764597",300149
"cg16013454",300181
"cg23427101",300267
"cg25153340",300268
"cg01410500",300277
"cg23938419",300278
"cg00113225",300297
"cg14322844",300317
"cg13823492",300324
"cg15075292",300337
"cg06677416",300342
"cg11205800",300351
"cg01005506",300361
"cg01572333",300371
"cg19355190",300372
"cg04943625",300373
"cg22903908",300375
"cg20600845",300376
"cg17885225",300429
"cg26415370",300464
"cg20448218",300518
"cg26567163",300561
"cg24855781",300624
"cg16553094",300650
"cg24903860",300672
"cg17605068",300784
"cg06032048",300813
"cg13484341",300814
"cg11290400",300827
"cg23602092",300838
"cg21419528",300871
"cg25927238",300925
"cg22356324",300998
"cg08567142",301005
"cg06943449",301010
"cg15358372",301017
"cg14388049",301075
"cg16510871",301100
"cg12938159",301116
"cg18834338",301117
"cg12164232",301118
"cg08913396",301119
"cg12332776",301120
"cg24280819",301122
"cg11228126",301123
"cg23193759",301134
"cg17154313",301187
"cg02875787",301188
"cg04539203",301285
"cg26699283",301328
"cg00377169",301344
"cg18840567",301345
"cg11035800",301346
"cg05192293",301360
"cg24541279",301370
"cg23627585",301371
"cg01612961",301407
"cg19635805",301418
"cg17516577",301430
"cg04377282",301451
"cg14485357",301452
"cg26837178",301454
"cg08724254",301457
"cg05893785",301458
"cg00690609",301467
"cg01464515",301480
"cg14260169",301536
"cg03489181",301575
"cg02503850",301579
"cg10593219",301630
"cg15420153",301647
"cg18555859",301732
"cg07477077",301753
"cg05871136",301754
"cg24094513",301856
"cg09579787",301930
"cg24043309",301972
"cg19407453",301992
"cg03312844",302028
"cg23282441",302044
"cg24176257",302061
"cg05988980",302089
"cg01900019",302105
"cg10389405",302106
"cg19731268",302143
"cg17337938",302207
"cg02442305",302236
"cg22500501",302237
"cg02540504",302245
"cg04973995",302275
"cg09801824",302285
"cg13511752",302292
"cg07258332",302324
"cg10936879",302332
"cg27592794",302349
"cg21431964",302431
"cg18487419",302452
"cg23392730",302606
"cg22812545",302689
"cg15204603",302702
"cg23837109",302703
"cg05510041",302732
"cg26577992",302733
"cg03805122",302734
"cg00561022",302750
"cg14441964",302774
"cg06371243",302781
"cg05770546",302790
"cg01107534",302825
"cg04424311",302851
"cg15874302",302852
"cg24671245",302853
"cg15259888",302854
"cg09971499",302866
"cg14219256",302904
"cg16221975",302959
"cg18401981",302970
"cg09944020",302971
"cg16550588",303010
"cg23711873",303017
"cg11661054",303022
"cg19714985",303024
"cg16742874",303027
"cg26011222",303044
"cg25006231",303050
"cg04759376",303068
"cg09581513",303069
"cg17458910",303086
"cg24369728",303102
"cg12368583",303137
"cg22816105",303222
"cg24266617",303269
"cg04460738",303271
